,page_ptr_id,body,description,summary,type,transcript,pub_date,created_on,author,category_id,content_lang_id,image_id,institution,pin_rank,is_pinned,Category
33,33,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><a href=\""https://www.wearesololiving.com/helpful-apps-for-times-when-you-are-feeling-lonely/\""><b>Helpful Apps when you are feeling lonely</b></a></p><p><b><br/></b><a href=\""https://www.campaigntoendloneliness.org/\""><b>Campaign to End Loneliness</b></a></p><p>Evidence-based information on loneliness and health:<br/></p><p><a href=\""https://www.elefriends.org.uk/\""><b>Elefriends</b></a> is a supportive online community where you can be yourself.<br/></p><p><a href=\""https://letstalkloneliness.co.uk/advice/\""><b>Let\u2019s talk loneliness</b></a></p><p>Tips for what you can do about feeling lonely and where you can go for support.<br/></p><p><a href=\""https://marmaladetrust.org/\"">Marmalade Trust</a></p><p>A charity dedicated to recognising loneliness across society and helping people to make new friendships. They offer a 3-stage process to help people overcome their loneliness.</p><p></p><p><a href=\""https://wearesololiving.com/helpful-apps-for-times-when-you-are-feeling-lonely/\""><b>Web of loneliness</b></a><b>.</b></p>""}, ""id"": ""a50c8407-32a0-4b58-ba02-33f996078c7d""}]",<p><b>Check out these options for helping you to connect with other people.</b></p>,Online options to build on your work with SAM,text,,2020-03-04,2020-05-05,UWE,3,,30,,1,False,Links
34,37,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Put this list where you can refer to it before social situations:</p><ul><li>Show interest in people and listen to what they say.</li><li>Don\u2019t reveal too much personal information to start with.</li><li>Express your opinion but accept different points of view.</li><li>Allow time for trust and familiarity to develop.</li><li>Don\u2019t expect too much of any one person.</li><li>Accept that not everyone will want to be your friend.</li><li>Remind yourself that most people have only a few close friends.</li><li>Remind yourself that it takes time to get to know people.</li></ul><p></p><p><b>Homework</b></p><ul><li>Observe how other people start and finish conversations.</li><li>Think about when and where you can try a few brief conversations.</li></ul>""}, ""id"": ""10608846-b1c5-4ff0-bdca-24dbe646aa47""}]",<p><b>Key points for managing social situations and developing relationships.</b></p>,Helpful hints,text,,2020-03-04,2020-03-04,UWE,3,,34,,1,False,Information
35,39,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Research on friendship shows that:</p><ul><li>Even if we know lots of people, most of us have no more than 5 close friends.</li><li>Some people are happy with only one or two friends.</li><li>Some people don\u2019t need appear to need friends.</li><li>Not all friendships last and most change over time.</li></ul><p>Research on friendship shows that it is more likely to develop when people:</p><ul><li>See a lot of each other.</li><li>Have similar interests or experiences.</li><li>Have compatible personalities.</li><li>Have similar attitudes and values.</li></ul><p></p><p>Find out more:</p><p><a href=\""https://www.yourlifeyourvoice.org/Pages/Circles-of-Friendship.aspx\""><b>Analysing circles of friendship</b></a><b>.<br/></b></p><p><a href=\""https://psychcentral.com/lib/building-and-keeping-a-circle-of-friends/\""><b>Building a circle of friends</b></a><b>.<br/></b></p><p><a href=\""https://www.theguardian.com/commentisfree/2016/may/18/why-dont-i-have-any-friends-google-answer\""><b>On not having friends.</b></a></p>""}, ""id"": ""7c1cc828-9634-4b07-94e8-4255ab700780""}]",<p><b>Eight things we know about friendship from research with links to more information.</b></p>,Facts about friendship,text,,2020-03-04,2020-03-04,UWE,3,,36,,1,False,Links
36,38,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Research on reducing loneliness suggests that there are four approaches that are helpful. They may not all apply to you and some may require professional help:</p><ul><li>Develop your social skills for meeting and getting to know people.</li><li>Look for situations where you feel welcomed and supported by other people.</li><li>Increase your opportunities for making social contacts in general.</li><li>Identify and modify unhelpful beliefs about other people, including what you think they think about you.</li></ul><p></p><p><b>Homework</b></p><p>Decide where you need to focus your efforts on reducing loneliness:</p><ul><li>Develop my social skills: No / Possibly / Yes</li><li>Find supportive social situations: No / Possibly / Yes</li><li>Increase my social contacts: No / Possibly / Yes</li><li>Review my unhelpful beliefs about people: No / Possibly / Yes</li></ul><p>Sign in to the <b>Social Cloud</b> for advice and support.</p>""}, ""id"": ""a19f020f-220e-49e1-8c1b-66e8c9850521""}]",<p><b>Four evidence-based steps that you can take towards reducing loneliness.</b></p>,Recommendations from research,text,,2020-03-04,2020-03-04,UWE,3,,35,,1,False,Information
37,106,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><b>Helpful skills</b></p><p>Accepting your difficulties</p><p>Managing your emotions</p><p>Believing in your self</p><p>Trying to solve your problems</p><p>Planning your work</p><p>Keeping things in perspective</p><p>Seeking support</p><p>Using stress management techniques</p><p></p><p><b>Unhelpful skills</b></p><p>Denying your difficulties</p><p>Getting angry</p><p>Blaming your self</p><p>Having negative beliefs about your ability</p><p>Predicting negative outcomes</p><p>Blaming others</p><p>Avoiding social contacts</p><p>Self-medicating</p><p></p><p><b>Read more </b>about coping skills:</p><p><a href=\""https://www.verywellmind.com/forty-healthy-coping-skills-4586742\"">https://www.verywellmind.com/forty-healthy-coping-skills-4586742</a></p><p><b>A quotation:</b></p><p><i>\u2018I suppose it is tempting, if the only tool you have is a hammer, to treat everything as if it were a nail\u2019. (A. Maslow.)</i> </p>""}, ""id"": ""4b9635fc-3e5e-48cf-a4bc-218b9c7d4262""}]","<p>Try this guide to developing flexible, positive ways of managing challenges</p>",Helping you adapt,text,,2020-09-09,2020-09-09,MGT,14,,114,,1,False,Mental Exercise
38,87,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>Here are some statements about happiness for you to consider</p><p><b>A.</b></p><p>\u00d7 A larger income brings more happiness - but only up to about \u00a350K a year</p><p>\u00d7 Florists and gardeners are generally happier than lawyers and bankers</p><p>\u00d7 We tend to believe that other people are happier; have more friends and a better life. </p><p><b>B.</b></p><p>\u00d7 Happiness is a brief experience whereas contentment is a lasting state</p><p>\u00d7 Happiness is a by-product of living well rather than a goal in itself</p><p>\u00d7 You can feel happy by making other people happy</p><p><b>C.</b></p><p>\u00d7 \u2018The effort to feel happy is often the thing that makes us miserable. It is our constant efforts to eliminate the negative - insecurity, uncertainty, failure, or sadness - that causes us to feel so insecure, anxious, uncertain, or unhappy.\u2019 </p><p>(Adapted from <i>The Antidote</i> by Oliver Burkeman)</p><p><b>Read more </b>about happiness:</p><p>\u00d7 <a href=\""https://www.happify.com/hd/what-is-happiness-anyway/\"">https://www.happify.com/hd/what-is-happiness-anyway/</a></p><p>\u00d7 <a href=\""https://www.psychologytoday.com/us/blog/tech-support/201204/is-everyone-happy-me\"">https://www.psychologytoday.com/us/blog/tech-support/201204/is-everyone-happy-me</a></p><p><a href=\""https://www.actionforhappiness.org/\"">https://www.actionforhappiness.org/</a> </p>""}, ""id"": ""17555ce7-d4cb-4300-b5a8-3456ed4953dd""}]",<p>Helping you think about your philosophy of happiness </p>,Fact or fiction?,text,,2020-09-09,2020-09-09,MGT,12,,95,,1,False,Mental Exercise
39,98,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>A. In psychology, <b>arousal</b> is the technical term for the level of physiological activity in the body, including the brain. </p><p>B. Arousal includes heart rate, temperature, skin conductivity, and electrical activity across the brain. Subjectively, it describes our range of feelings from physically sluggish to energetic, mentally lethargic to over-stimulated.</p><p>C. Changes in arousal occur constantly in response to events in daily life including bodily processes. It can be pleasant or unpleasant and is influenced by your interpretation of the situation: a knock on the door may be the cause of fear (the police) or excitement (a gift). </p><p>D. There is usually an ideal level of arousal for effective performance in education, at work and in creative activities. </p><p>E. Very high levels of arousal caused by trauma, shock or substance abuse are extremely unpleasant, potentially damaging and may require professional help.</p><p>F. Learning to manage your level of arousal is central to mental health activities such as exercise, yoga, meditation and psychotherapy. </p><p><b>Try these </b>for managing arousal:</p><p><a href=\""https://www.mentalhealth.org.uk/podcasts-and-videos/3-minute-mindfulness-breathing-space\"">https://www.mentalhealth.org.uk/podcasts-and-videos/3-minute-mindfulness-breathing-space</a></p><p><a href=\""https://www.mentalhealth.org.uk/podcasts-and-videos/mindfulness-10-minute-practice-exercise\"">https://www.mentalhealth.org.uk/podcasts-and-videos/mindfulness-10-minute-practice-exercise</a> </p>""}, ""id"": ""9f4160f6-64f4-4af1-85fe-9b6be5653106""}]",<p>Introducing a fundamental process for mind and body</p>,Not as sexy as you think,text,,2020-09-09,2020-09-09,MGT,13,,106,,1,False,Information
40,41,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>When you\u2019re lonely, you may also feel anxious and</p><ul><li>Feel self-conscious in public.</li><li>Fear criticism by other people.</li><li>Feel you lack social skills for dealing with people.</li><li>Have no energy to socialise or want to avoid people.</li></ul><p>Try the <b>Anxious</b> module on this app.</p><p></p><p>When you\u2019re lonely, you may also feel depressed and</p><ul><li>Feel unsure about yourself.</li><li>Feel you have nothing to offer people.</li><li>Worry about past social events.</li><li>Have no energy to socialise or want to avoid people.</li></ul><p>Try the <b>Depressed</b> module on this app.</p><p></p><p><a href=\""https://youtu.be/3c1yLiwJV8Y\""><b>Listen to this short talk by Lana Blakely.</b></a></p>""}, ""id"": ""482ae2b3-4136-45fe-a0f0-268f2ef3e908""}]",<p><b>A summary of other ways in which you may be affected by loneliness.</b></p>,Loneliness involves other feelings,text,,2020-03-04,2020-03-04,UWE,3,,38,,1,False,Information
41,42,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>It\u2019s a natural response to feel lonely if:</p><ul><li>You have suffered a loss, separation or bereavement.</li><li>You are in a new job or have taken on a new role.</li><li>You have moved to a new location where you are a stranger.</li><li>You are in a country, culture or organisation that is unfamiliar to you.</li><li>You have little or no support from friends, family, partner or colleagues.</li></ul><p></p><p><b>Find out more</b> <a href=\""https://www.mind.org.uk/information-support/tips-for-everyday-living/loneliness/#.XW1DBy5KjIU\""><b>here</b></a><b>.</b></p>""}, ""id"": ""2fff330e-fc01-4d26-a7d6-42de7458e3a6""}]",<p><b>A reminder of the natural causes of loneliness with a link to more information.</b></p>,Some common causes,text,,2020-03-04,2020-03-04,UWE,3,,39,,1,False,Links
42,40,"[{""type"": ""animated"", ""value"": {""url"": ""https://modules.sam-app.uk/change-the-focus/index.html""}, ""id"": ""07d8059c-433a-45a4-ac1e-3638f5850e67""}]","<p><b>A mental exercise for developing focusing skill, helping to reduce the impact of unwanted thoughts, together with a training video.</b></p><ul><li>Focus on your breath as it enters and leaves your body.</li><li>Now find and focus on a sound nearby.</li><li>One by one, shift your attention focus to other sounds nearby.</li><li>One by one, shift your attention focus to sounds further away.</li><li>Return your attention focus to your breathing.</li></ul><p><b>Homework</b></p><ul><li>Practice twice daily until you can change your focus easily at any time.</li></ul><p><i>Try this </i><a href=""https://www.youtube.com/watch?v=OgEt3HVXOHQ""><b><i>Attention Training</i></b></a><i> video for focusing practice.</i></p>",Learn to shift your attention away from unwanted thoughts,selfHelpTool,,2020-03-04,2020-05-05,UWE,3,,37,,1,False,Mental Exercise
43,45,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>PGR students tend to be reluctant to ask for help. They may believe that</p><p>\u00d7 Doing a PhD is supposed to be a struggle so I shouldn\u2019t complain.</p><p>\u00d7 It is not OK to make mistakes or fail at anything.</p><p>\u00d7 It is too shameful to admit that I am not coping with the work.</p><p>\u00d7 It is too shameful to admit that I am anxious or depressed.</p><p>\u00d7 It is too shameful to admit that I might have chosen the wrong subject.</p><p></p><p><b>Homework</b></p><p>\u00d7 Make a note of the beliefs that stop you asking for help.</p><p>\u00d7 Practice asking trusted friends or colleagues for help with small problems.</p>""}, ""id"": ""04d96c85-097d-48ef-9967-ebd8e0f961ca""}]",<p><b>Examples of private thoughts which can stop you asking for help.</b></p>,Some unhelpful beliefs,text,,2020-03-05,2020-04-17,UWE,5,,75,,1,False,Information
44,88,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>Research in psychology indicates that:</p><p>\u00d7 On average, people think 1.7 positive thoughts for every negative thought; and that happier people have at least two positive thoughts for every negative thought</p><p>\u00d7 Positive thoughts do not change negative events but they can influence how well we cope with them, or whether we try to cope with them</p><p>\u00d7 Whatever our circumstances, <b>being grateful</b> is one style of thinking that has been shown to moderate negative feelings</p><p>Try this daily practice: </p><p>\u00d7 Towards the end of each day, make a mental note of things that went well, that you are thankful for, or that you enjoyed</p><p>\u00d7 Start with very small things until you get into the habit</p><p>If you want to keep a written <b>gratitude journal</b>, this may help: <a href=\""https://greatergood.berkeley.edu/article/item/tips_for_keeping_a_gratitude_journal\"">https://greatergood.berkeley.edu/article/item/tips_for_keeping_a_gratitude_journal</a> </p>""}, ""id"": ""c78674d3-df2d-4d50-8295-2cecf771d4c2""}]",<p>About the benefits of gratitude and how to get them </p>,Make a note of them,text,,2020-09-09,2020-09-09,MGT,12,,96,,1,False,Written Exercise
45,47,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Animated <a href=\""https://www.youtube.com/watch?v=ZQUxL4Jm1Lo\"">short introduction</a> to what it is, how it affects you, prevalence and what you can do about it.</p><p></p><p><a href=\""https://www.apa.org/gradpsych/2013/11/fraud\"">Article</a> from gradPSYCH Magazine (American Psychological Association)</p><p></p><p><b>Homework<br/></b></p><p>\u00d7 Read and reflect on the above, then</p><p>\u00d7 Ask your colleagues if any of them have ever felt like an imposter.</p>""}, ""id"": ""d515dd2f-5484-4892-b31a-7d01b317a7f2""}]",<p><b>A couple of links and some important homework.</b></p>,Feeling that you’re a bit of a fraud,text,,2020-03-05,2020-03-28,UWE,5,,63,,1,False,Links
46,46,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Although often cited as a problem, perfectionism is a very human characteristic.</p><p>\u00d7 One view is that perfectionism is desirable because it motivates people to high standards of achievement.<br/></p><p>\u00d7 Another view is that it is a constant source of unhappiness and a contributing factor to poor mental health.<br/></p><p>Advising perfectionists to lower their standards doesn\u2019t usually work but it may be possible to focus one\u2019s perfectionism on specific activities.</p><p></p><p><b>Suggested reading</b></p><p>An article from <a href=\""https://www.apa.org/monitor/nov03/manyfaces\"">the American Psychological Association</a><br/></p><p><b>A quotation</b></p><p><i>\u2018Ah, but a man&#x27;s reach should exceed his grasp, or what&#x27;s a heaven for?\u2019</i></p><p><i>(R. Browning 1855).</i></p>""}, ""id"": ""29f86503-d8d1-4548-8c9c-c44adb2d845d""}]","<p><b>An introduction to perfectionism, which may not be as good as it could be.</b></p>",In search of the happy perfectionist,text,,2020-03-05,2020-03-28,UWE,5,,61,,1,False,Information
47,59,"[{""type"": ""text"", ""value"": {""text"": ""<ul><li>If you feel that you need urgent help, <a href=\""https://www.mind.org.uk/need-urgent-help/?ctaId=/need-urgent-help/using-this-tool/slices/using-this-tool/\""><b>MIND</b></a> provides an online tool to consider your options</li><li>If you feel that you (or someone close to you) are having a mental health crisis, <a href=\""https://www.mind.org.uk/information-support/guides-to-support-and-services/crisis-services/getting-help-in-a-crisis/#.XWP9q-NKjIU\""><b>MIND</b></a> provides information on the options available to you</li><li><a href=\""https://www.nhs.uk/using-the-nhs/nhs-services/mental-health-services/dealing-with-a-mental-health-crisis-or-emergency/\""><b>NHS</b></a></li></ul>""}, ""id"": ""e3a9e133-95b3-4551-86aa-ea07a96fb345""}]",<p><b>Links to mental health helplines for yourself and other people</b></p>,Links to helplines.,text,,2020-03-10,2020-05-07,UWE,4,,57,,1,False,Links
48,49,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Social anxieties have become more prevalent in an age when society values individualism, consumerism, achievement, appearance and status.</p><p>Engagement with the online world and social media exacerbates social comparison processes, heightens personal dissatisfactions and increases feelings of inadequacy in relation to other people. Anxiety is an understandable consequence.</p><p>There are effective therapeutic remedies for social anxiety but you will have to work at them.</p><p>\u00d7 If your anxieties arise at work (e.g. giving presentations, speaking in groups), talk to your organisation about professional development opportunities.</p><p>\u00d7 If you anxieties are more social, try a course of cognitive-behavioural therapy (CBT) which may be accessed via your GP, private practitioners, online or in your workplace.</p><p><b>Find out more from:</b></p><p>British Association of Behavioural and Cognitive Psychotherapies: <a href=\""https://www.babcp.com/Public/What-is-CBT.aspx\"">https://www.babcp.com/Public/What-is-CBT.aspx</a></p><p>Serenity: <a href=\""https://serene.me.uk/\"">https://serene.me.uk/</a></p><p>Therapy For You: <a href=\""https://www.therapyforyou.co.uk/courses/online\"">https://www.therapyforyou.co.uk/courses/online</a></p><p><b><br/>Thought for the day</b></p><p><i>When you\u2019re in your twenties, you worry what people are thinking about you;</i></p><p><i>When you\u2019re in your forties, you don\u2019t worry so much what people think about you;</i></p><p><i>When you\u2019re in your sixties, you realise people haven\u2019t been thinking about you at all.</i> <i>(Len, shopkeeper, Bristol.)</i></p>""}, ""id"": ""cdd5d092-57b9-45c6-93a3-ec4147682c6b""}]",<p><b>Origins of social anxiety with signposting to sources of help</b></p>,A 21st century problem,text,,2020-03-05,2020-03-28,UWE,5,,64,,1,False,Links
49,89,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>Here are five steps to mental wellbeing that you can take:</p><p>\u00d7 Connect with people</p><p>\u00d7 Be active</p><p>\u00d7 Keep learning</p><p>\u00d7 Give to others</p><p>\u00d7 Be mindful of the present moment</p><p><b>Read the full story at:</b></p><p><a href=\""https://www.nhs.uk/conditions/stress-anxiety-depression/improve-mental-wellbeing/\"">https://www.nhs.uk/conditions/stress-anxiety-depression/improve-mental-wellbeing/</a> </p>""}, ""id"": ""aa4247fa-293e-4f52-9f51-eadd55706ee3""}]",<p>Recommendations from the UK NHS</p>,Five steps to take,text,,2020-09-09,2020-09-09,MGT,12,,97,,1,False,Information
50,99,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><b>What it is</b></p><p>Emotion regulation includes being able to control anger, defer pleasures, tolerate frustration, manage conflict and communicate feelings. People who can flexibly regulate their emotions have more resilience and are less vulnerable to social anxieties. Knowing that you can manage your emotions will give you confidence in studying, working and empathising with other people.</p><p><b>How to do it</b></p><p>Research on emotion regulation suggests four approaches that you can use:</p><p>\u00d7 <b>Change the situation</b> e.g. Move to another location or another part of your present location;</p><p>\u00d7 <b>Re-focus your attention</b> e.g. Find something else to do; Start a conversation with someone; Practice mindfulness;</p><p>\u00d7 <b>Think differently about the situation</b> e.g. Consider what your future self might say; Consider what friend would say; Ask yourself if it really matters.</p><p>\u00d7 <b>Change how you respond</b> e.g. Talk to yourself to soothe your feelings; Use a relaxation technique; Listen rather than arguing.</p><p><b>Read more</b></p><p><a href=\""https://www.psychologytoday.com/gb/blog/between-cultures/201705/how-master-your-emotions\"">https://www.psychologytoday.com/gb/blog/between-cultures/201705/how-master-your-emotions</a></p>""}, ""id"": ""348019c4-5215-484d-b2ac-67fc94d39e0a""}]",<p>An important skill for maintaining our wellbeing and our relationships.</p>,What it is and how we can do it,text,,2020-09-09,2020-09-09,MGT,13,,107,,1,False,Information
51,107,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p><b>Resilience essentials</b></p><p>\u2018Resilience is flexible\u2026 it\u2019s got give in it. Sometimes we get caught in the idea that resilience means always confident, always OK and always brilliant and it\u2019s not. Resilience involves being able to approach challenges with the right mindset, plan for difficult things and understand the environment.\u2019 (Pippa Grange, Head of People and Team Development at the UK Football Association.)</p><p><b>Pippa\u2019s tips</b></p><p>\u00d7 Don\u2019t fear failure</p><p>\u00d7 Reframe emotions</p><p>\u00d7 Focus on the steps that could get you to your goal</p><p><b>Read more</b></p><p><a href=\""https://www.theguardian.com/football/2018/jul/10/psychology-england-football-team-change-your-life-pippa-grange\"">https://www.theguardian.com/football/2018/jul/10/psychology-england-football-team-change-your-life-pippa-grange</a></p><p><b>Watch</b></p><p><a href=\""https://www.youtube.com/watch?v=NHntpLfqY0I&amp;t=47s\"">https://www.youtube.com/watch?v=NHntpLfqY0I&amp;t=47s</a> </p>""}, ""id"": ""9b2725f8-8fdd-4e1d-8637-5ac208b6af4b""}]",<p>Explore ideas about resilience from a top professional</p>,In football as in life,text,,2020-09-09,2020-09-09,MGT,14,,115,,1,False,Information
52,90,"[{""type"": ""text"", ""value"": {""text"": ""<p>     </p><p><b>Learn </b>about positive   psychology practices from the Greater Good Science Centre: <a href=\""https://ggia.berkeley.edu/\"">https://ggia.berkeley.edu/</a></p><p> </p><p><b>Listen </b>to Derren Brown   talking about Stoicism as an answer to   the question of how to live a good life: <a href=\""https://www.bbc.co.uk/sounds/play/p05nbzfh\"">https://www.bbc.co.uk/sounds/play/p05nbzfh</a></p><p> </p><p><b>Read </b>books to make you feel   hopeful: <a href=\""https://ideas.ted.com/70-books-to-make-you-feel-hopeful-an-end-of-year-reading-list/\"">https://ideas.ted.com/70-books-to-make-you-feel-hopeful-an-end-of-year-reading-list/</a></p><p> </p><p><b>Sing along</b> with Monty   Python: <a href=\""https://www.youtube.com/watch?v=X_-q9xeOgG4\"">https://www.youtube.com/watch?v=X_-q9xeOgG4</a></p>""}, ""id"": ""95754bae-3ac6-4899-8ee7-12ec65b9c01f""}]",<p>Information and inspiration on  a positive theme</p>,Links that you might find useful,text,,2020-09-09,2020-09-09,MGT,12,,98,,1,False,Links
53,50,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p>Accept that your motivation will go up and down:<br/></p><p>\u00d7 Remind yourself about your goals and their value.</p><p>\u00d7 Think about your plans for life after this research project.</p><p>Learn to tolerate frustration:</p><p>\u00d7 Things going wrong or being out of your control.</p><p>\u00d7 Not being able to do things as fast as you\u2019d like.</p><p>\u00d7 Having to postpone things you enjoy and do things you prefer to avoid.</p><p>Practice positive strategies:</p><p>\u00d7 Hope for the best more often than fearing the worst.</p><p>\u00d7 Appreciate small daily achievements.</p><p>\u00d7 Plan rewards for yourself - short term and longer-term.</p><p>\u00d7 Talk to people who support you.</p><p></p><p><b>Homework options</b></p><p>A. <a href=\""https://www.researchgate.net/publication/330578883/\"">Read about The Valley of Shit.</a><br/><br/></p><p>B. <a href=\""https://www.google.com/search?rlz=1C1CHBD_en-GBGB711GB711&amp;biw=1093&amp;bih=526&amp;tbm=isch&amp;sa=1&amp;ei=-EwXXr77CK271fAP19WnoAM&amp;q=jokes+for+phd+researchers&amp;oq=jokes+for+phd+researchers&amp;gs_l=img.3...410961.413298..416759...0.0..0.176.882.13j2......0....1..gws-wiz-img.nTyIGTjm9Pw&amp;ved=0ahUKEwi-19XR8PbmAhWtXRUIHdfqCTQQ4dUDCAc&amp;uact=5#imgrc=_\"">Have a laugh</a></p>""}, ""id"": ""cf4caef2-b0f8-4c53-8243-780acf806722""}]",<p><b>Overview of an important but sometimes neglected part of work.</b></p>,Managing how you feel about things,text,,2020-03-05,2020-03-28,UWE,5,,68,,1,False,Mental Exercise
54,51,"[{""type"": ""media_file"", ""value"": 4, ""id"": ""e7115af3-d5b3-4323-a894-c5a8f08ef4e2""}]",<p></p><p>Categorise your tasks according to their <b><i>importance</i></b> and their <b><i>urgency:</i></b></p><ul><li><i>High importance + High urgency = Priority 1:</i> <b><i>Do immediately.</i></b></li><li><i>High importance + Low urgency</i> <i>= Priority 2:</i> <b><i>Put on schedule for action.</i></b></li><li><i>Low importance + High urgency</i> <i>= Priority 3:</i> <b><i>Delegate or do next.</i></b></li><li><i>Low importance + Low urgency</i> <i>= Priority 4:</i> <b><i>Don’t do at all.</i></b></li></ul><p>Adjust priorities in line with your resources and abilities.</p><p>Review periodically or as circumstances change<b>.</b></p><p></p>,The Eisenhower Matrix,video,,2020-03-09,2020-03-31,UWE,5,,73,,1,False,Mental Exercise
55,100,"[{""type"": ""text"", ""value"": {""text"": ""<p>Each of these podcasts explores whether the findings from psychological science can make a difference to your life.  Examples of topics covered include creativity, breaking bad habits, competing like an Olympian, stop procrastinating and getting a good night\u2019s sleep. </p><p>To find an episode, go to <b>PsychCrunch</b> at <a href=\""https://digest.bps.org.uk/podcast/\"">https://digest.bps.org.uk/podcast/</a> </p>""}, ""id"": ""a2f7d33e-ab8d-41df-9703-400cec9624c4""}]",<p>Listen to psychologists discussing how psychology can be useful to you</p>,Podcasts from the British Psychological Society,text,,2020-09-09,2020-09-09,MGT,14,,108,,1,False,Audio Exercise
56,52,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><b>Set goals and plan your work:</b></p><p>\u00d7 Use a prioritisation strategy and a calendar.</p><p>\u00d7 Break large tasks down into smaller and more manageable tasks</p><p>\u00d7 Set realistic deadlines.</p><p>\u00d7 Allow time for breaks and interruptions.<br/></p><p><b>Work with your supervisors:</b></p><p>\u00d7 Make use of their guidance.</p><p>\u00d7 Have a positive attitude and use the opportunities available.</p><p>\u00d7 Ask for help when you need it.<br/></p><p><b>Stay focused on your goals:</b></p><p>\u00d7 Do one thing at a time.</p><p>\u00d7 Be brave about cutting unimportant tasks.</p><p>\u00d7 Connect with colleagues doing similar work or using similar methods.<br/></p><p><b>Manage each day:</b></p><p>\u00d7 Clarify the two or three tasks that must be done today.</p><p>\u00d7 Sort emails but don&#x27;t let your inbox drive your workload.</p><p>\u00d7 Write down your objectives before you make phone calls.<br/></p><p><b>Manage yourself:</b></p><p>\u00d7 Try to organise work to fit your energy cycles.</p><p>\u00d7 Review your workload regularly.</p><p></p><p><b>Suggested reading</b></p><p><a href=\""https://phdlife.warwick.ac.uk/2014/01/06/time-management-strategies/\"">Time management strategies</a></p><p></p><p><a href=\""https://www.timeshighereducation.com/student/advice/four-tips-manage-your-part-time-postgraduate-course\"">Tips for managing your part-time postgraduate course</a></p><p></p><p><a href=\""https://solvingprocrastination.com/why-people-procrastinate/\"">The psychology of procrastination.</a></p>""}, ""id"": ""c76627c1-ea56-49d1-8219-6ff35d237ab5""}]",<p><b>A summary of research plus advice from the postgraduate community.</b></p>,Top tips for researchers,text,,2020-03-09,2020-03-09,UWE,5,,50,,1,False,Information
57,60,"[{""type"": ""text"", ""value"": {""text"": ""<p></p><p><a href=\""https://www.befrienders.org/\""><b>Befrienders Worldwide</b></a> for support and international helplines.<br/></p><p><a href=\""https://en.wikipedia.org/wiki/List_of_suicide_crisis_lines\""><b>Wikipedia</b></a> has a list of crisis lines by country:<br/></p><p><i>Australia</i></p><p><a href=\""https://www.lifeline.org.au/get-help/topics/lifeline-services\"">Lifeline Services:</a> <b>13 11 14</b>.<br/></p><p>Ireland</p><p>National Suicide Helpline (<a href=\""http://www.pieta.ie/\"">Pieta House</a>): <b>1800 247 247.</b><br/></p><p>United States</p><p><a href=\""https://suicidepreventionlifeline.org/\"">National Suicide Prevention Helpline</a>: <b>1-</b><b><i>800-273-TALK (8255).</i></b></p>""}, ""id"": ""e5a30705-06d7-4671-8598-6ce05e8ba80e""}]",<p><b>Worldwide contact information for a life-threatening emergency</b></p>,for a life-threatening emergency.,text,,2020-03-10,2020-03-10,UWE,4,,58,,1,False,Links
58,91,"[{""type"": ""text"", ""value"": {""text"": ""<p>  </p><p>\u00d7 Our daily experience consists of physical sensations; mental thoughts and images; emotions and moods</p><p>\u00d7 Emotions express our sense of wellbeing, physical danger and illness, psychological stress and conflict, social challenge and support</p><p>\u00d7 It is useful to distinguish between immediate feelings of emotion and more persistent mood states</p><p>\u00d7 Emotions come in all sizes and colours and there are lots of them:</p><p><a href=\""https://www.therapistaid.com/worksheets/list-of-emotions.pdf\"">https://www.therapistaid.com/worksheets/list-of-emotions.pdf</a></p><p><b>Emotional literacy</b> means being able to recognise and describe emotions in yourself and others. This is important because</p><p>A. Recognising and describing emotions is the first step towards understanding how they affect, and are affected by, your thinking and behaviour</p><p>B. Understanding your emotions helps to manage stress and promote psychological health</p><p>Anyone can work on improving their emotional literacy. <b>This module</b> provides further information about emotions and some self-help exercises to try. </p>""}, ""id"": ""6ed65c7f-26bc-4b9b-a9e9-e889cc57f78e""}]",<p>A brief introduction to emotions and emotional literacy</p>,What it means,text,,2020-09-09,2020-09-09,MGT,13,,99,,1,False,Information
